B,Delta,h,Sigma_D_D,Sigma_D_h,Sigma_h_h,tau_sf_inv,tau_so_inv,x_N,G_N,Sigma_GN,Gamma,Sigma_Gamma,T
82.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,0.9845627252966024,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
84.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0085326103835648,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
86.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0139797576300646,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
88.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.019790961977214,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
90.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0188831041028013,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
92.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0118015080320537,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
94.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0194284281280344,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
96.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.015795473378902,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
98.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.019064371027391,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
100.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0136172237808851,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
102.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.007806019433736,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
104.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0090779344088037,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
106.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0101670592078065,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
108.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0070794284839069,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
110.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.006354360785548,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
112.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0123468320572868,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
114.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0172486552785538,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
116.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0107123832330454,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
118.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0125280989818766,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
120.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0139797576300646,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
122.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.008896667484214,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
124.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.003629263910828,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
126.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0118015080320537,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
128.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.013798490705475,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
130.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0119827749566437,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
132.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0132546899317054,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
134.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0147063485798935,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
136.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0156142064543123,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
138.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0092592013333936,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
140.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0096217351825731,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
142.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0025401391118254,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
144.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0121640418812332,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
146.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.006354360785548,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
148.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0098045253586263,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
150.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0083513434589748,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
152.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0056277698357248,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
154.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0094404682579834,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
156.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.008896667484214,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
158.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.002177605262646,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
160.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0030854631370587,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
162.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.001996338338056,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
164.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0085326103835648,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
166.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.008170076534385,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
168.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0161595304795452,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
170.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0056277698357248,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
172.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0119827749566437,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
174.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0107123832330454,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
176.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0018135481619967,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
178.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0092592013333936,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
180.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0072622186599662,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
182.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0041745879360673,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
184.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0074434855845562,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
186.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0052637127350756,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
188.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0132546899317054,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
190.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0090779344088037,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
192.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0094404682579834,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
194.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,0.9970929918653196,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
196.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0094404682579834,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
198.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0085326103835648,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
200.0,0.0,0.0,0.0,0.0,0.0,0.045625335796902,0.0108058992795613,1.0114374509314044,0.1694586088747816,0.001620560031624446,1e-05,0.0,0.0034468
